title,type,release_year,age_certification,runtime,genres,production_countries,seasons,_id,imdb_score,imdb_votes
Jeffrey Epstein: Filthy Rich,SHOW,2020,TV-MA,57,"['crime', 'documentation']",['US'],1,312250,7.1,23216
The Silence,MOVIE,2019,PG-13,91,"['horror', 'thriller', 'fantasy', 'drama', 'scifi', 'comedy', 'european']",['DE'],null,69224,5.3,43732
Summertime,SHOW,2020,TV-MA,43,"['drama', 'romance']",['IT'],3,269886,6,2573
L.A.'s Finest,SHOW,2019,TV-14,47,"['drama', 'crime', 'thriller', 'action', 'comedy']",['US'],2,55294,6.1,7000
Almost Happy,SHOW,2020,TV-MA,27,['comedy'],['AR'],2,146940,6.8,870
A Shaun the Sheep Movie: Farmageddon,MOVIE,2019,G,87,"['comedy', 'animation', 'family', 'fantasy', 'scifi']","['GB', 'FR']",null,93408,6.8,13267
Blood of Zeus,SHOW,2020,TV-MA,32,"['action', 'scifi']",['US'],1,,,
Dash & Lily,SHOW,2020,TV-14,25,"['comedy', 'drama', 'romance']",['US'],1,127506,7.5,16978
Dare Me,SHOW,2019,TV-MA,43,"['thriller', 'crime', 'reality']",['US'],1,83222,6.6,5098
Atlantics,MOVIE,2019,PG-13,106,"['fantasy', 'drama', 'romance']","['SN', 'BE', 'FR']",null,199586,6.7,9306
The Gift,SHOW,2019,TV-MA,45,"['scifi', 'drama', 'fantasy']",['TR'],3,75318,7,21582
Spenser Confidential,MOVIE,2020,R,111,"['thriller', 'comedy', 'crime', 'action', 'drama']",['US'],null,29748,6.2,85270
Doom: Annihilation,MOVIE,2019,R,97,"['scifi', 'horror', 'thriller', 'action']",['US'],null,28716,3.7,9200
October Faction,SHOW,2020,TV-MA,41,"['drama', 'fantasy', 'horror', 'scifi']",['US'],1,26128,6.1,10854
Deaf U,SHOW,2020,TV-MA,20,"['reality', 'drama']",['US'],1,70478,6.4,462
Blown Away,SHOW,2019,TV-PG,25,"['reality', 'documentation', 'comedy', 'history']",['CA'],2,8860,7.1,2876
Medical Police,SHOW,2020,TV-MA,24,['comedy'],['US'],1,50952,5.9,4136
Selena: The Series,SHOW,2020,TV-PG,38,"['drama', 'music']",['US'],2,21868,6.9,4435
White Lines,SHOW,2020,TV-MA,55,"['thriller', 'crime', 'drama']",['GB'],1,73958,6.6,16506
Tremors: Shrieker Island,MOVIE,2020,PG-13,103,['horror'],['US'],null,,,
Ip Man 4: The Finale,MOVIE,2019,PG,107,"['drama', 'history', 'action']","['CN', 'HK']",null,76298,7,30694
Ophelia,MOVIE,2019,PG-13,106,"['drama', 'history', 'romance', 'thriller', 'war']","['GB', 'US']",null,90870,6.6,10357
After We Collided,MOVIE,2020,R,105,"['romance', 'drama']",['US'],null,362466,5,29571
The Devil Next Door,SHOW,2019,TV-MA,46,"['documentation', 'crime', 'history']","['US', 'IL']",1,165002,7.6,13084
Start-Up,SHOW,2020,TV-14,80,"['drama', 'comedy', 'romance']",['KR'],1,867810,8.1,9021
Toy Boy,SHOW,2019,TV-MA,61,"['crime', 'action', 'drama', 'thriller']",['ES'],2,93266,6.5,7371
Dick Johnson Is Dead,MOVIE,2020,PG-13,89,"['documentation', 'drama']",['US'],null,394180,7.4,6390
American Murder: The Family Next Door,MOVIE,2020,R,83,"['crime', 'documentation']",['US'],null,987894,7.2,26355
Rust Creek,MOVIE,2019,R,108,"['thriller', 'crime', 'drama', 'horror']",['US'],null,10158,5.9,11136
Middleditch & Schwartz,SHOW,2020,TV-MA,51,['comedy'],['US'],1,27034,8.6,5147
The Twelve,SHOW,2019,TV-MA,47,"['thriller', 'drama']",['BE'],1,5396,7.5,5005
Paranormal,SHOW,2020,TV-14,56,['scifi'],['EG'],1,,,
Eli,MOVIE,2019,R,98,"['horror', 'thriller', 'drama']",['US'],null,94518,5.8,34477
The Ripper,SHOW,2020,TV-MA,49,"['crime', 'documentation']",['GB'],1,492374,7.1,9228
Teenage Bounty Hunters,SHOW,2020,TV-MA,49,"['action', 'drama', 'crime', 'comedy']",['US'],1,584608,7.6,10821
Klaus,MOVIE,2019,PG,97,"['comedy', 'family', 'animation', 'european']",['ES'],null,29430,8.1,141480
GREAT PRETENDER,SHOW,2020,TV-MA,24,"['action', 'comedy', 'crime', 'drama', 'animation']",['JP'],1,680468,7.9,4635
Fatima,MOVIE,2020,PG-13,113,"['drama', 'war']","['PT', 'US']",null,97936,6.6,3032
Sword of Trust,MOVIE,2019,R,88,"['comedy', 'drama']",['US'],null,84012,6.3,3558
Northern Rescue,SHOW,2019,TV-14,43,"['drama', 'family']",['CA'],1,62412,7.1,4105
High Score,SHOW,2020,TV-14,42,"['documentation', 'history']",['US'],1,759400,7.4,7733
The Last Thing He Wanted,MOVIE,2020,R,116,"['drama', 'thriller', 'crime']","['GB', 'US']",null,56312,4.3,14716
Kipo and the Age of Wonderbeasts,SHOW,2020,TV-Y7,24,"['animation', 'action', 'comedy', 'family', 'fantasy', 'scifi']",['US'],3,482560,8.3,5293
The Vanished,MOVIE,2020,R,115,"['thriller', 'crime', 'action']",['US'],null,94630,5.7,10011
Unabomber: In His Own Words,SHOW,2020,TV-MA,43,"['crime', 'documentation']",['US'],1,833494,7.2,3338
Garth Brooks: The Road I'm On,SHOW,2019,TV-PG,86,"['reality', 'documentation']",['US'],1,95402,7.4,285
Ares,SHOW,2020,TV-MA,29,"['thriller', 'drama', 'horror']",['NL'],1,4520,5.7,4298
The Confession Killer,SHOW,2019,TV-14,48,"['crime', 'documentation']",['US'],1,307176,7.4,8733
Horse Girl,MOVIE,2020,R,104,['drama'],['US'],null,,,
Traitors,SHOW,2019,TV-MA,50,"['war', 'thriller']",['GB'],1,71896,6.6,3020
Valeria,SHOW,2020,TV-MA,41,"['drama', 'comedy', 'romance']",['ES'],2,31288,6.5,5510
Tidying Up with Marie Kondo,SHOW,2019,TV-PG,34,['reality'],['US'],1,15560,6.6,3529
Concrete Cowboy,MOVIE,2020,R,111,"['western', 'drama']","['US', 'GB']",null,46176,6.3,8517
Aunty Donna's Big Ol House of Fun,SHOW,2020,TV-MA,20,['comedy'],['AU'],1,316746,8,6140
Tales of the City,SHOW,2019,TV-MA,56,['drama'],['US'],1,87260,7.4,7715
Charlie Says,MOVIE,2019,R,104,"['crime', 'drama', 'documentation']",['US'],null,59744,5.9,4256
Historical Roasts,SHOW,2019,TV-MA,29,['comedy'],['US'],1,69602,5.3,1675
La Révolution,SHOW,2020,TV-MA,46,"['drama', 'fantasy', 'thriller', 'action']",['FR'],1,44528,6.6,5512
Challenger: The Final Flight,SHOW,2020,TV-14,45,"['documentation', 'history']",['US'],1,930534,7.8,6778
Lost Girls,MOVIE,2020,R,95,"['thriller', 'crime', 'drama']",['US'],null,11426,6.1,21040
We Can Be Heroes,MOVIE,2020,PG,97,"['fantasy', 'comedy', 'family', 'action', 'drama']",['US'],null,600398,4.7,14401
Grand Army,SHOW,2020,TV-MA,52,['drama'],['US'],1,473150,7.5,6279
Violet Evergarden: The Movie,MOVIE,2020,PG,140,"['fantasy', 'romance', 'animation', 'drama']",['JP'],null,52818,8.3,5631
The I-Land,SHOW,2019,TV-MA,40,"['drama', 'scifi', 'reality']",['US'],1,70436,4.6,16918
Killer Inside: The Mind of Aaron Hernandez,SHOW,2020,TV-MA,67,"['crime', 'documentation', 'sport']",['US'],1,475228,7.4,16649
Skylines,SHOW,2019,TV-MA,60,"['drama', 'music', 'crime', 'documentation', 'reality']",['DE'],1,84970,7.5,2627
Paddleton,MOVIE,2019,R,89,"['drama', 'comedy']",['US'],null,41276,7.1,13419
Inside Bill's Brain: Decoding Bill Gates,SHOW,2019,TV-14,50,['documentation'],['US'],1,837476,7.9,10776
Vampires vs. the Bronx,MOVIE,2020,PG-13,86,"['comedy', 'horror']",['US'],null,76576,5.7,9627
Song Exploder,SHOW,2020,TV-MA,27,"['documentation', 'music']",['US'],2,110256,7.4,758
Chambers,SHOW,2019,TV-MA,44,"['drama', 'thriller', 'fantasy', 'horror']",['US'],1,49204,6.4,8380
"The Mind, Explained",SHOW,2019,TV-14,21,['documentation'],['US'],2,810430,8,5230
Transformers: War for Cybertron: Earthrise,SHOW,2020,TV-Y7,24,"['action', 'scifi']",['US'],1,,,
The Chef Show,SHOW,2019,TV-MA,26,['documentation'],['US'],2,359446,8.2,5025
The Last Czars,SHOW,2019,TV-MA,45,"['documentation', 'drama', 'history', 'romance', 'war']",['GB'],1,49606,7.3,8096
The Life Ahead,MOVIE,2020,PG-13,94,"['drama', 'european']","['US', 'IT']",null,627584,6.8,14021
Darwin's Game,SHOW,2020,TV-14,23,"['scifi', 'action', 'drama', 'animation']",['JP'],1,405390,7.3,2284
How to Sell Drugs Online (Fast),SHOW,2019,TV-MA,32,"['drama', 'comedy', 'crime', 'romance']",['DE'],3,84994,7.9,30734
Biohackers,SHOW,2020,TV-MA,42,"['scifi', 'thriller', 'drama']",['DE'],2,49210,6.8,9346
The Gentlemen's League,SHOW,2019,TV-G,96,['reality'],['KR'],2,,,
Project Power,MOVIE,2020,R,111,"['action', 'crime', 'scifi', 'thriller']",['US'],null,50000,6,83973
Fear City: New York vs The Mafia,SHOW,2020,TV-MA,52,"['crime', 'documentation']",['US'],1,588372,7.1,7215
Gentefied,SHOW,2020,TV-MA,30,"['comedy', 'drama']",['US'],2,37034,7.3,2641
Hotel Del Luna,SHOW,2019,TV-14,80,"['action', 'comedy', 'drama', 'fantasy', 'horror', 'romance', 'scifi']",['KR'],1,220588,8.2,7832
The Baker and the Beauty,SHOW,2020,TV-14,44,"['romance', 'comedy', 'drama']",['US'],1,64986,7.5,4160
Her Private Life,SHOW,2019,TV-14,74,"['drama', 'comedy', 'romance']",['KR'],2,99340,7.7,3665
Rim of the World,MOVIE,2019,PG,99,"['comedy', 'scifi', 'action']",['US'],null,79388,5.2,23651
Control Z,SHOW,2020,TV-MA,36,"['drama', 'thriller']",['MX'],2,937662,6.9,8235
Power Rangers Beast Morphers,SHOW,2019,TV-Y7,23,"['animation', 'scifi', 'action', 'comedy', 'drama', 'fantasy', 'thriller']",['ES'],2,22978,6.5,585
Death of Me,MOVIE,2020,R,95,"['horror', 'thriller']","['TH', 'US']",null,30643,4.4,6041
Capitani,SHOW,2019,TV-MA,28,"['thriller', 'crime', 'drama']",['LU'],2,483610,6.6,4355
The Best of Enemies,MOVIE,2019,PG-13,133,"['drama', 'history']",['US'],null,7408,7.3,16441
Home for Christmas,SHOW,2019,TV-MA,29,"['comedy', 'drama', 'romance']",['NO'],2,69398,7.7,13670
Quicksand,SHOW,2019,TV-MA,46,"['drama', 'crime', 'thriller']",['SE'],1,86106,7.5,21077
"Sex, Explained",SHOW,2020,TV-MA,22,['documentation'],['US'],1,390530,6.9,3177
Hubie Halloween,MOVIE,2020,PG-13,103,"['thriller', 'horror', 'fantasy', 'comedy']",['US'],null,682266,5.2,47588
Rainbow High,SHOW,2020,TV-Y,6,"['comedy', 'family', 'animation']",['US'],3,488080,6.4,116
Ju-On: Origins,SHOW,2020,TV-MA,29,"['thriller', 'drama', 'horror']",['JP'],1,313914,6.1,4467
Ala Vaikunthapurramuloo,MOVIE,2020,PG-13,165,"['drama', 'action', 'comedy']",['IN'],null,37292,7.5,14839
Unbreakable Kimmy Schmidt: Kimmy vs. the Reverend,MOVIE,2020,PG-13,80,"['comedy', 'romance', 'scifi']",['US'],null,324166,7,5211
Special,SHOW,2019,TV-MA,26,"['comedy', 'drama']",['US'],2,81622,7.6,9202
Exhibit A,SHOW,2019,TV-14,36,"['crime', 'family', 'documentation']",['US'],1,376904,6.3,1030
Itaewon Class,SHOW,2020,TV-MA,69,"['drama', 'romance']",['KR'],1,239552,8.2,12030
Turn Up Charlie,SHOW,2019,TV-MA,26,"['drama', 'comedy', 'music']",['GB'],1,4498,7.1,7251
The Disappearance of Madeleine McCann,SHOW,2019,TV-14,59,"['crime', 'documentation']",['GB'],1,79074,6.6,10286
Floor is Lava,SHOW,2020,TV-Y7,30,['reality'],['US'],2,370124,5.3,2135
Ride Like a Girl,MOVIE,2019,PG,98,"['drama', 'sport']",['AU'],null,382,7,3865
Miss Americana,MOVIE,2020,R,85,"['documentation', 'music']",['US'],null,388580,7.4,19151
Dave Chappelle: Sticks & Stones,MOVIE,2019,R,65,['comedy'],['US'],null,810424,8.4,25687
Transformers: War for Cybertron: Siege,SHOW,2020,TV-14,13,['scifi'],['US'],3,,,
The Babysitter: Killer Queen,MOVIE,2020,R,142,"['horror', 'comedy']",['US'],null,24272,5.8,37462
To All the Boys: P.S. I Still Love You,MOVIE,2020,PG-13,102,"['romance', 'comedy', 'drama']",['US'],null,54842,6,37072
The Forty-Year-Old Version,MOVIE,2020,R,123,"['comedy', 'drama']",['US'],null,642834,7.2,4940
Detention,SHOW,2020,TV-MA,49,"['drama', 'horror', 'thriller']",['TW'],1,175760,6.3,496
Triple Threat,MOVIE,2019,R,96,"['thriller', 'action']","['US', 'CN', 'TH']",null,44602,5.6,11115
The Willoughbys,MOVIE,2020,PG,92,"['comedy', 'animation', 'drama', 'family', 'fantasy']",['CA'],null,6260,6.3,17878
Kengan Ashura,SHOW,2019,TV-MA,24,"['animation', 'action', 'sport']",['JP'],2,58134,8,4719
Abyss,SHOW,2019,TV-14,61,"['scifi', 'crime', 'fantasy', 'romance', 'comedy']",['KR'],1,55734,7.1,2131
Tall Girl,MOVIE,2019,PG,101,"['comedy', 'drama', 'family', 'romance']",['US'],null,52508,5.2,23071
The Trials of Gabriel Fernandez,SHOW,2020,TV-MA,55,"['crime', 'documentation']",['US'],1,822998,8.1,10982
Gameboys,SHOW,2020,TV-14,22,"['drama', 'comedy', 'romance']",['PH'],2,508898,8.5,1066
Black Space,SHOW,2020,TV-MA,46,"['crime', 'drama', 'thriller']",['IL'],2,660638,6.7,1758
Spinning Out,SHOW,2020,TV-MA,50,"['drama', 'sport']",['US'],1,17054,7.6,13692
Dolly Parton's Heartstrings,SHOW,2019,TV-14,67,"['drama', 'comedy', 'music']",['US'],1,9922,7.6,2107
The Bonfire of Destiny,SHOW,2019,TV-MA,50,"['drama', 'history']",['FR'],1,50352,7.6,4442
2 Hearts,MOVIE,2020,PG-13,100,"['romance', 'drama']",['US'],null,16176,6.2,3365
Indian Matchmaking,SHOW,2020,TV-14,35,"['reality', 'documentation', 'romance']","['IN', 'US']",1,580168,6.2,3049
Audrey,MOVIE,2020,PG,100,"['documentation', 'history']","['CH', 'US']",null,731386,7.1,1867
High Seas,SHOW,2019,TV-MA,45,"['drama', 'crime', 'comedy']",['ES'],4,61508,6.8,7154
Dragonheart: Vengeance,MOVIE,2020,PG-13,97,"['fantasy', 'european']",['US'],null,,,
Wasp Network,MOVIE,2019,R,128,"['drama', 'thriller', 'crime']","['BR', 'FR', 'ES', 'BE']",null,34140,5.9,10136
Julie and the Phantoms,SHOW,2020,TV-G,2,"['scifi', 'music', 'comedy', 'drama', 'family', 'fantasy', 'documentation']",['US'],1,183988,8.4,9461
Ghosts of War,MOVIE,2020,R,94,"['horror', 'thriller', 'fantasy', 'war']",['GB'],null,8228,5.5,9701
Someone Has to Die,SHOW,2020,TV-MA,50,"['crime', 'drama', 'thriller']","['MX', 'ES']",1,311932,6.3,4718
The Perfect Date,MOVIE,2019,PG-13,93,"['romance', 'comedy']",['US'],null,1170,5.8,37913
Bigfoot Family,MOVIE,2020,G,97,"['animation', 'action', 'family']","['BE', 'FR']",null,4164,5.8,2609
The Uncanny Counter,SHOW,2020,TV-14,64,"['drama', 'action', 'fantasy', 'horror']",['KR'],1,273826,8,5552
Barbie: Princess Adventure,MOVIE,2020,G,72,"['music', 'animation', 'family']",['US'],null,767498,5.4,442
Freud,SHOW,2020,TV-MA,54,['drama'],"['DE', 'AT']",1,,,
This Changes Everything,MOVIE,2019,PG,97,['documentation'],['US'],null,95282,7.6,1507
Self Made: Inspired by the Life of Madam C.J. Walker,SHOW,2020,TV-MA,47,"['drama', 'history']",['US'],1,71910,7.3,11586
V Wars,SHOW,2019,TV-MA,42,"['scifi', 'drama', 'horror']",['US'],1,3736,6.1,13531
The Naked Director,SHOW,2019,TV-MA,51,"['drama', 'comedy']",['JP'],2,477528,7.7,6052
Friendsgiving,MOVIE,2020,R,95,"['comedy', 'drama']",['US'],null,31078,4.4,2782
Poms,MOVIE,2019,PG-13,91,"['comedy', 'drama', 'sport']","['US', 'GB']",null,25894,6,6085
The Baby-Sitters Club,SHOW,2020,TV-G,27,"['family', 'comedy', 'drama']",['US'],2,90518,7.3,3786
The Letter for the King,SHOW,2020,TV-PG,47,"['fantasy', 'action', 'family', 'scifi']",['GB'],1,41648,5.9,7376
Close,MOVIE,2019,R,95,"['thriller', 'action', 'drama']","['GB', 'US']",null,96584,5.7,24063
Making The Witcher,MOVIE,2020,PG-13,32,['documentation'],['GB'],null,987838,6.8,442
Black Dog,SHOW,2019,TV-14,80,['drama'],['KR'],1,377920,7.7,129
Tiny Pretty Things,SHOW,2020,TV-MA,56,"['thriller', 'drama']",['US'],1,767748,5.9,9115
No Good Nick,SHOW,2019,TV-PG,30,"['comedy', 'drama', 'family']",['US'],2,39142,6,2843
Stand by Me Doraemon 2,MOVIE,2020,PG,96,"['animation', 'comedy', 'drama', 'family', 'fantasy', 'scifi']",['JP'],null,428402,7.7,3594
Persona,SHOW,2019,TV-MA,22,['drama'],['KR'],2,27990,6.6,1164
Cuties,MOVIE,2020,NC-17,96,"['drama', 'european']",['FR'],null,96192,3.3,30030
BNA,SHOW,2020,TV-14,23,"['scifi', 'animation', 'action', 'fantasy']",['JP'],1,13558,7.2,2478
Carmen Sandiego,SHOW,2019,TV-Y7,23,"['action', 'crime', 'animation', 'thriller', 'family']",['US'],4,42146,7.9,5557
The Liberator,SHOW,2020,TV-MA,49,"['animation', 'action', 'drama', 'war']",['US'],1,8682,7.6,5942
Trial by Media,SHOW,2020,TV-MA,62,"['crime', 'documentation']",['US'],1,963042,7.1,3096
Connected,SHOW,2020,TV-14,44,"['documentation', 'comedy']",['US'],1,753692,7.5,1704
Pokémon: Mewtwo Strikes Back - Evolution,MOVIE,2019,PG,98,"['animation', 'action', 'fantasy', 'family']",['JP'],null,56470,5.7,5384
Love Alarm,SHOW,2019,TV-MA,49,"['scifi', 'romance', 'comedy', 'drama']",['KR'],2,45880,6.8,5262
The Stand In,MOVIE,2020,R,101,"['comedy', 'drama']",['US'],null,70348,4.7,3380
The Boys in the Band,MOVIE,2020,R,121,['drama'],['US'],null,199914,6.8,14938
The Eddy,SHOW,2020,TV-MA,58,"['drama', 'music', 'thriller']","['FR', 'US']",1,22210,7.1,2908
Love & Anarchy,SHOW,2020,TV-MA,29,"['comedy', 'drama', 'romance']",['SE'],2,888876,7.4,7896
Let It Snow,MOVIE,2019,PG-13,93,"['comedy', 'romance']",['US'],null,50235,5.8,21515
The Decline,MOVIE,2020,R,83,"['thriller', 'action']",['CA'],null,307440,6,8675
Backdraft 2,MOVIE,2019,R,102,['drama'],"['US', 'BE']",null,,,
The Mess You Leave Behind,SHOW,2020,TV-MA,45,"['thriller', 'crime', 'drama']",['ES'],1,31242,6.8,8848
Til Death Do Us Part,SHOW,2019,TV-MA,44,"['scifi', 'documentation']",['TW'],1,,,
Lying and Stealing,MOVIE,2019,R,100,"['crime', 'drama', 'comedy']",['US'],null,58302,5.4,5596
Carole & Tuesday,SHOW,2019,TV-PG,23,"['scifi', 'music', 'animation', 'drama']",['JP'],1,7988,7.8,1979
Vampires,SHOW,2020,TV-MA,40,"['scifi', 'drama', 'fantasy', 'horror']",['FR'],1,829316,5.6,1234
Criminal: Spain,SHOW,2019,TV-MA,40,['crime'],['ES'],1,,,
Becoming,MOVIE,2020,PG,89,['documentation'],['US'],null,221748,6.8,6305
The Trial,SHOW,2019,TV-MA,50,"['crime', 'thriller', 'drama']",['IT'],1,549212,7.2,3032
Bloodride,SHOW,2020,TV-MA,31,['scifi'],['NO'],1,,,
Athlete A,MOVIE,2020,PG-13,104,"['documentation', 'crime', 'sport']",['US'],null,905462,7.6,10544
Killer Ratings,SHOW,2019,TV-MA,50,"['documentation', 'crime']",['BR'],1,243692,7.6,1671
#blackAF,SHOW,2020,TV-MA,35,['comedy'],['US'],1,,,
Japan Sinks: 2020,SHOW,2020,TV-MA,26,"['action', 'scifi', 'animation', 'drama']",['JP'],1,31040,6.4,2922
Lenox Hill,SHOW,2020,TV-MA,50,['documentation'],['US'],1,190580,8.7,2276
The Alcàsser Murders,SHOW,2019,TV-MA,61,"['documentation', 'crime']",['ES'],1,35424,7.1,2127
The Lost Husband,MOVIE,2020,PG-13,109,"['romance', 'drama']",['US'],null,57940,6.1,4578
The Possessed,SHOW,2020,TV-MA,9,"['thriller', 'horror']",['KR'],1,929796,5.7,882
The Wedding Guest,MOVIE,2019,R,94,['thriller'],"['IN', 'GB']",null,45780,5.8,5480
Ne Zha,MOVIE,2019,PG-13,110,['fantasy'],['CN'],null,43530,,
Only,MOVIE,2020,R,98,"['romance', 'horror', 'thriller', 'drama', 'action', 'family']",['US'],null,,,
Then Came You,MOVIE,2019,PG-13,93,"['comedy', 'drama']",['US'],null,59168,6.9,12356
Kevin Hart: Don't F**k This Up,SHOW,2019,TV-MA,40,['documentation'],['US'],1,313054,6.4,2009
Touch Your Heart,SHOW,2019,TV-MA,63,"['comedy', 'drama', 'romance']",['KR'],1,66990,7.7,3046
Vagabond,SHOW,2019,TV-MA,61,"['drama', 'action', 'thriller', 'romance']",['KR'],1,23042,8.2,7544
The Duchess,SHOW,2020,TV-MA,23,"['drama', 'comedy']",['GB'],1,,,
Otherhood,MOVIE,2019,R,100,['comedy'],"['US', 'GB']",null,80560,6.1,11048
Jingle Jangle: A Christmas Journey,MOVIE,2020,PG,122,"['music', 'family', 'fantasy']",['US'],null,36496,6.5,18274
Night on Earth,SHOW,2020,TV-PG,45,['documentation'],['GB'],1,,,
Love 101,SHOW,2020,TV-14,46,"['comedy', 'drama', 'romance']",['TR'],2,516352,7.5,13797
Wizards: Tales of Arcadia,SHOW,2020,TV-Y7,24,"['action', 'scifi']",['US'],1,,,
Lovestruck in the City,SHOW,2020,TV-14,30,"['drama', 'romance']",['KR'],1,394544,7.7,2129
Hospital Playlist,SHOW,2020,TV-14,90,"['comedy', 'drama']",['KR'],2,769304,8.8,4836
A Cinderella Story: Christmas Wish,MOVIE,2019,PG,93,['romance'],['US'],null,326928,5.3,
How to Fix a Drug Scandal,SHOW,2020,TV-MA,53,"['crime', 'documentation']",['US'],1,958942,7,3232
Inside Man: Most Wanted,MOVIE,2019,R,106,"['thriller', 'action', 'crime']",['US'],null,32848,5.6,3927
Dream Home Makeover,SHOW,2020,TV-G,27,['reality'],['US'],2,161310,5.5,1078
Ricky Zoom,SHOW,2019,TV-Y,12,"['animation', 'family']",['CN'],2,932166,6.3,90
The Barrier,SHOW,2020,TV-MA,52,"['scifi', 'fantasy', 'thriller', 'action', 'drama', 'war']",['ES'],1,60858,6.8,3447
Ashley Garcia: Genius in Love,SHOW,2020,TV-PG,30,['comedy'],['US'],3,380934,6.8,1183
Extracurricular,SHOW,2020,TV-MA,54,['drama'],['KR'],1,34342,,
Get Even,SHOW,2020,TV-PG,29,['drama'],['GB'],1,,,
Earthquake Bird,MOVIE,2019,R,107,"['romance', 'thriller', 'crime', 'drama']","['JP', 'GB']",null,78486,5.9,14154
The Playbook,SHOW,2020,TV-MA,44,"['documentation', 'sport']",['US'],1,930602,7.4,1360
Cut Throat City,MOVIE,2020,R,123,"['crime', 'thriller', 'action', 'drama']",['US'],null,47306,4.8,2521
Family Business,SHOW,2019,TV-MA,47,"['comedy', 'family']",['FR'],3,423460,7.4,3907
Tigertail,MOVIE,2020,PG,91,['drama'],['US'],null,2948,6.6,3540
Babies,SHOW,2020,TV-PG,38,"['documentation', 'reality']",['US'],2,705052,,
Knock Down the House,MOVIE,2019,PG,86,['documentation'],['US'],null,58052,7.1,12418
We Are the Champions,SHOW,2020,TV-MA,29,['documentation'],['US'],1,409154,7.1,1379
My First First Love,SHOW,2019,TV-PG,52,['drama'],['KR'],2,95604,7.5,2163
Alien Worlds,SHOW,2020,TV-PG,44,"['documentation', 'animation', 'scifi']",['GB'],1,464340,6.5,3509
Criminal: France,SHOW,2019,TV-MA,26,['crime'],['FR'],1,,,
AJ and the Queen,SHOW,2020,TV-14,52,"['comedy', 'drama']",['US'],1,4094,7.4,7961
"Breakfast, Lunch & Dinner",SHOW,2019,TV-MA,44,['documentation'],['US'],1,681670,6.7,1045
Mythomaniac,SHOW,2019,TV-MA,46,"['comedy', 'drama']",['FR'],2,677432,6.7,1274
The American Barbecue Showdown,SHOW,2020,TV-G,43,['reality'],['US'],1,938472,7.1,1151
Freaks – You're One of Us,MOVIE,2020,NC-17,93,"['thriller', 'fantasy', 'scifi', 'action', 'drama']",['DE'],null,875782,5.4,5809
History 101,SHOW,2020,TV-PG,22,"['documentation', 'history']",['GB'],1,958648,6.8,4031
Lunatics,SHOW,2019,TV-MA,36,['comedy'],['US'],1,64794,6.6,3136
Chef's Table: BBQ,SHOW,2020,TV-14,45,['documentation'],['US'],1,917170,7.8,981
Blood & Water,SHOW,2020,TV-MA,48,['drama'],['ZA'],2,,,
Hyperdrive,SHOW,2019,TV-PG,48,['reality'],['US'],1,,,
Homecoming: A Film by Beyoncé,MOVIE,2019,PG-13,137,"['music', 'documentation']",['US'],null,147546,7.4,7013
Schulz Saves America,SHOW,2020,TV-MA,17,['comedy'],['US'],1,607518,7.3,1069
Criminal: Germany,SHOW,2019,TV-MA,44,"['drama', 'crime']",['DE'],1,986056,7.7,5108
Sergio,MOVIE,2020,R,118,"['drama', 'history', 'romance', 'documentation']","['US', 'AL', 'JO', 'TH']",null,68740,6.2,9619
